,index,Unnamed: 0,내용
269,269,269,에어컨은 누구에게 맞춰야 하는가에어컨 온도는 가장 더위를 타는 사람에게 맞추어 가능한 낮게 세팅해야 한다는 주장이 많다 하지만 그래선 안 된다 지나치게 더위를 많이 타는 사람에게 맞추어 온도를 18도로 설
270,270,270,배들의 무덤 치타공세계최빈국중 하나인 방글라데시의 치타공 갯벌이 길게 형성되어 있는 환경을 이용해 전세계 대형선박들의 절반가량이 이곳에서 해체됨 대형선박들은 이곳말고도 인도 파키스탄같은 남아
271,271,271,4대강 까는 영화보여주고 보고서 쓰라고 한 선생 썰 ㅋㅋㅋㅋㅋㅋㅋ364219208036427972433642797243 어제 사상강요하는 선생 썰 풀고 인기글 간 고 3 펨붕이임 ㅋㅋㅋㅋ 이번에는 제목
272,272,272,자동차세는 폐지되어야 하는거 아닌가 싶네요요즘 자동차세 개편안이 논의 되고 있는거 같은데 애초에 매년 자동차세를 내는 것 자체가 말이 안되는듯 제일 먼저 구입시 차량에 따라 개별소비세 교육세 부가세 등이 결정되고
273,273,273,환경오염 신고를 하면일단 난 상습신고충이 이니다 알미늄 재활 공장에서 나오는 매연이 너무 심해서 시 환경과에 신고를 했더니 아무 조치도 없음 그래서 환경부 신고 대표번호로 신고를 했는데 순간 당황
274,274,274,비트코인 다큐보는데 진짜 좆같은거네전력낭비 환경오염
275,275,275,여성 촉법 소년 환경운동가 민폐 여혐 국가환경 운동가 툰베리가 중국의 환경 오염을 지적하자중국은 툰베리가 살쪘다며 툰베리가 먹은 것이 많아 환경 오염을 일으켰다고 주장했다 그러면서 툰베리보고 살찐 공주라고 하는데
276,276,276,20210528 오늘의 상한가 이야기20210528 오늘의 상한가 이야기 안녕하세요 주식초보 주린이입니다 정규장과 시간외 상한가 간 종목들을 알아보고 어떠한 테마와 이슈가 있었는지 같이 알아보려 합니다 오늘 정
277,277,277,철강주들고계신분들이 읽으면 좋을글장문주의마스크 사례는 좋은 예시가 될수있음 코로나로 인해 집집마다 마스크가 필요해졌고 그 수요를 채워줄 생산은 부족했음 당연히 마스크값은 올라가기 시작했고 대량 사재기가 유통업자들
278,278,278,화력은 환경오염 심하고 수력ㆍ풍력은 우리나라 여건상 불가능하다고 초딩때 배웠는데초딩 담임 쌤이 대통령보다 낫네 시발
279,279,279,뭔가 진짜 물밑에서 큰 작업이 이뤄지고 있는것같음코로나가 트리거를 당긴거고 유동성이 예정에도 없이 풀리면서 달러의 가치는 하락하고 중국이 치고올라오는 상황에서 천천히 를 준비하려 했던 미국이 암호함폐 시장에서 중국이 치
280,280,280,골드만삭스 디지털 자산 총괄 암호화폐 상품 확대하겠다글로벌 투자은행 골드만삭스의 디지털 자산 총괄이 비트코인 하락장에서도 암호화폐 상품을 확대하겠다는 의지를 밝혔다 23일미국시간 코인데스크에 따르면 매튜 맥더모트
281,281,281,이번 미사일 사거리 제한 해제가 진짜 의미있는 이유출처 1064385 1 사거리 제한 해제 ​ ​ 이게 생각보다 큰게 일단 현재까지의 제한만으로도 이미 북폭은 충분히 가
282,282,282,환경도르가 치트키임걍 각국 정부에서 비트코인 너 이새끼 건방져 하면서 팰때 명분을 채굴할때 전기쳐먹어서 환경오염됨 ㅎㅎ 으로 잡고 팰수 있음 이제부턴 탈중앙화니 뭐니 이미 유명무실해진지 오래고
283,283,283,80 에는 천연가죽이 아닌 시트 옵션이 있을꺼라고 합니다ü 채널호스트 토마스 아저씨는 환경에도 관심이 많고 이 천연 소가죽을 대체할 수 있는 패브릭인조가죽 것에 많이 중요도를 두시는데 현대에서 80 시승차를 받을때 80
284,284,284,하락하면 비로소 보이는 것들오를 때는 몰랐다 그의 말대로 될 것 같았다 조만간 전기차의 시대가 온다 그리고 지구온난화가 초래한 기후변화 때문에 지구는 살 곳이 못 된다고 그래서 우주로켓을 쏴 민간기업
285,285,285,저승사자 관련글에 대한 부연 설명여기는 한번 쓴거는 수정이 안되네요 그래서 별도로 다시 씁니다 저는 저승사자나 영계 영혼이런것에 대해서는 별로 언급하고 싶지 않았는데 어쩌다보니 언급하게되었네요 저는 영계
286,286,286,나만그래 환경오염도 개심각하고 막 100세 시대 어쩌구 하는데 오히려 지구 멸망하거나 인간 멸종해서 560살쯤되면 전부 뒤질듯
287,287,287,편의점 봉투값 받는거 알아 대형마트도 그렇고 다 봉투값 받잖아 환경오염 때문에 봉투값 안받으면 벌금이라 다 받아야하는거로 알고있는데 모르는 사람이 더 많나
288,288,288,스카 끝나구 같이 집가는데 내가 속눈썹이 엄청 길단말야 짝남이 너 속눈썹 되게 길다 이랫는데 고마워 ㅎㅎ 하면 될거ㄹ 스바 아 이거 환경오염 땜에 그래 ㅇㅈㄹ함 걔가 어 이랬는데 내가 또 안멈추고 미세먼지 많아져서 거기 적응할라구 길어진대 요즘 이러면서 개뚝딱댐 짝남이 걍 고삼 많이 힘든갑다 하더라 시간좀 되돌리고싶다 미세먼지드립 ㅆ
289,289,289,화학에서 생각할 수 있는 것은이준석 대표님께서 생각해 보시면쉽게 단순화해서 일반화학의 언어를 사용한다면온도가 달라지면화학에서화학 반응식 사이에평형 상수 값이 달라지죠화학 반응이 평형에 도달하는데온도가 달라진 상태에서는반응물과 생성물이평형에 도달했을 때농도가 달라지죠사람 몸을 구성하는 화학적 물질들의 비가달라지는 것을 충분히 추정해서 이해해 볼 수 있습니다같은 사람이 노화도 겪는데몸을 구성하는 화학 물질들의 비가 달라지니뇌도 달라지고 사람 성격이 바뀐다는 것이 설명이 됩니다그래서 지구 온난화에 대한 대처는여야가 따로 나뉘면 안된다고 생각하는 것을설득해 볼 이준석 대표님께서 계시다는 것이그래도 현 상황에서희망이 아닌가그런 생각이 들게 됩니다그러니다른 의원님들께서는문송하시면 더 이상 안된다는 것이고최재형 원장님도시험을 같이 치르시고국힘당에 입당하신다면 다 시험을 보셔야 합니다문과여서 죄송합니다안되는 것입니다문재인 대통령님 죄송합니다를 외치시고공부하세요가톨릭 신자이신 문재인 대통령님께서는환경 문제에 관심을 가지시고주변에 사람들에게 식물에 대해 보고 받으시고들으시는 분이 아니라그 자리에서 주변 우리 국민들에게강의를 하시는 식물학 박사 교수님 선생님이 되신다는 그것이우리 국민 모두가 본받아야 하는 민주 시민의 대표적인 표양이자 모범이라고우리 역사는 기록으로 제시하게 될 것입니다가톨릭 신자 우리 나라 대통령님으로서사회에서 중요한 도움이 되는 분야에역시 구 문재인 인권 변호사에서신 문재인 대통령님께서는지구인의 가장 기본적인 권리지구를 평화롭게 누리면서 오염없고 깨끗한 지구 환경에서지구와 함께 살아갈 권리를 찾아주고자 하시는 일생의 노력의 결실들그것도 전공이 아닌 분야에 전문성을 기르게 되시는 가톨릭 신자들의 모범이자 표양을보여주시는 것에하느님께 깊이 감사드리며하느님을 찬미하면서우리 나라 대통령님문재인 티모테오 대통령님께다시 존경과 지지와 사랑의 박수를보내드려야 하겠습니다
290,290,290,그런식이면 진보에서 주장하는 환경오염 지구온난화 대책은 누굴위해 세우는거임 다 미래 인간이 편하게 살라고 그러는거 아니야 근데 그냥 딱잘라서 비혼하는 사람 위주의 정책을 짜야 한다 ㅇㅈㄹ하는 진보는 이해안감 물론 개인이 비혼하기로 선택하는거 자체는 모두 처벌해야 한다는건 아니지만 적어도 장려하거나 조장은 하지 않아야 하는게 상식 아닐까
291,291,291,18년도때 폭염 기억나 그때가 40도였는데 이번엔 50도래 사실상 불가한 일인데도 결국 일어남 세계에서 제일 더운 사하라 사막이 50도 인데 54도면 얼마나 더울까 ㅋㅋㅋㅋ 하긴 이렇게 환경오염 시켜놓고 멀쩡한게 이상함 어차피 아무리 경고해 봤자 사람들은 관심도 없고 결국 지구종말 다가올때 그제서야 신경쓸듯 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ ❤❗보면서 추천 한번씩만 눌러줘❗❤ 진짜 이거 톡선 가야 돼 ㅠㅠ 댓글 추천도 부탁해 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
292,292,292,노령층 대상 부동산 정책 보완이 시급합니다 국민청원 서명 부탁드립니다104저는 2년전부터 88세의 노모를 모시고 살고 있는 60세의 남성입니다 식사를 거르신지 4일째 제가 사회봉사활동을 하는 직무에 참여치 못한채 노모옆에서 이 글을 올립니다평생을 올바르고 정직한 자세로 살아오신 부모님중 한분이신 아버님은 공무원으로 살아오셨고 625전쟁시의 공훈으로 2017년8월1일에 91세를 일기로 동작동 현충원에 묻히셨습니다 아버님을 사랑하셨던 어머님은 자녀들이 국가와 민족을 위해 소금과 빛의 역할을 하는 자녀들로 성장하기를 바라셨고 아버님이 아프셔서 병원에 입원하셧을때에도 본인 스스로 아버님을 수발하시며 절제의 모범을 보이시며 힘든 이웃들에게 나눔을 베푸시던 분이셨습니다 또한세계 여기저기를 다니시며 한국을 알리려고 노력하셨던 분으로 저는 강릉태생이신 어머님이 꼭 사임당 신씨 같다고 생각하며 자라왔습니다 이러한 연유일까요 제 여동생은 외국에 선교사의 부인으로 봉사하고있고 저는 대한민국에 살고 있는 다문화인들이 대한민국의 미래를 위해 반드시 필요한 동반자라는 생각으로 어려움에 처한 외국인분들을 위한 일에 봉사하기를 결심하고 제 사재를털어 혼신의 힘을 다하고 있습니다 이것 역시 아버님께서 유언하시면서 반드시 국가와 민족을 위해 선한 일을 하다가 하늘나라에서 만나자고 말씀하셨던것을 실행해나가는 일중에 하나입니다이러한 봉사정신으로 공정하고 차별없는 정직한 사회의 실현을 위해 살아가던 우리가족에게도 어머님의 노환으로 인한 어려움에 직면하게되었습니다 아버님을 수발하시면서 얻은 허리통증의 병이 악화되고 치아의 어금니가 탈치하여 식사를 계속 거르시면서 급기야 탈진과 체력저하로 이어져서 더이상 집에서 모실수가 없게 되었습니다 병원방문결과 환경개선과 규칙적인 재활운동이 급선무라는 판정이였고 그래서 주위의 여러 요양병원들과 실버케어센터를 찾아보고 상담을 하고 준비를 하는데그런데 문제가 발생했습니다 당연히 필요시 부동산대출을 통해 생활자금을 융통하려하였는데 정부의 규제로 생활자금을 쓸 수 없다는 것입니다 평소에 절제의 모범을 보이시는 어머님께서는 통장에 현금을 보유하지를 않고 계셨습니다 태어나실때부터 자라나신 조그만한 강릉집 파시기는에는 너무나 추억이 많으시겠지요 과 고생하시면서 마련한 강남의 아파트한채 1가구 2주택으로 묶이고 노모가 연금으로 생활하시는데 상환능력이 안되서 담보대출이 여분이 많더라도 대출이 불가하다니 그러면 우리 어머님은 집에서 죽기만을 기다려야 하나요 잘못된 부동산정책과 작금의 고주망태요 적반하장이고 탐관오리의 대명사같은 오염되고 부패된 공직사회를 보면서 평생을 국가를 위해 자부심을 갖고 살아오신 어머님이 돌아가시는데 아무것도 할 수 없다니요 도데체대한민국정부는 수많은 축적된 데이터를 보유하고 있으면서 이러한 부분을 세심히 들여다 보지 못하는 것이 너무나도 아쉽습니다 아버님의 공직자때의 사진을 바라보면서 갑자기 국가의 미래을 위해 봉사하고 있다고 스스로 자부하던 제가 계면쩍어지고 어머님 앞에 얼굴을 못듭니다 죄송합니다 어머님 못난 아들이 사회봉사한다고 사재를 다 털어서 어머님을 병원으로 모실 수가 없네요
