내용,label
 도 폐플라스틱 열분해유 사업화를 위해 일본 벤처회사와 지난 .월 업무협약을 체결하고 생분해 플라스틱 소재 사업의 확대 방안을 구체화하고 있다,1
 미국 환경 컨설팅 기업 에 따르면 페트 소재의 플라스틱을 재활용하면 온실가스 배출량을 .까지 줄일 수 있다,1
 화학업계의 재활용 시도를 두고 긍정적 평가가 나오는 이유다,0
 그러나 아직 갈길이 멀다,0
 환경단체 그린피스의 보고서를 보면 한국에서 배출되는 폐플라스틱의 재활용 비율은 .에 불과하다,-1
 화학업계의 플라스틱.비닐 재활용을 .친환경.으로는 볼 수 없다는 지적도 나온다,-1
 근본적 해결책아 아니기 때문이다,0
 허승은 녹색연합 녹색사회팀장은 .석유화학 업체의 친환경 정책은 사실상 탄소중립 사회에서 업계를 유지하기 위한 방안에 불과하다,-1
며 .폐기물 문제를 해결하려면 관련 제품의 발생량생산량 부터 줄이는 게 우선돼야 한다,0
고 말했다,0
다,0
지난해 .월부터 현대중공업 등 조선사 도장작업 노동자들에게 잇달아 발생한 피부질환의 원인이 회사가 새로 도입한 .친환경 도료.였던 것으로 고용노동부 조사 결과 확인됐다,0
 현대중공업 등 조선사들은 새 도료를 개발해 사용하면서 화학물질의 피부 과민성 문제를 소홀히 하고 노동자들에게 유해성 교육도 제대로 하지 않은 것으로 나타났다,-1
 현대중공업 등 현대 계열 조선 .사에서 확인된 피부 질환자만 .명에 달한다,0
 울산 현대중공업 전경. 경향신문 자료사진 고용노동부는 .일 이 같은 내용의 조선사 도장작업 노동자 집단 피부질환 조사 결과를 발표했다,0
 노동부 조사는 지난해 .월 현대중공업 노동조합이 회사에서 새로 도입한 .무용제 도료.를 쓴 뒤 선박 도장 작업자들이 잇따라 피부질환을 겪었다며 도료 사용을 중지하고 위험성을 확인해 달라고 요청해 시작됐다,0
 지난해 .월 도입한 해당 도료를 쓴 노동자들은 피부에 붉은 반점과 물집이 생기는 피부발진 현상을 겪은 것으로 알려졌다,0
 이 중 .명이 피부질환을 앓고 있었고 이중 .명은 현대 계열 조선사 노동자였다,0
 현대중공업이 .명 현대미포조선이 .명 현대삼호중공업이 .명이었다,0
 나머지 .명 유증상자는 츄고쿠삼화페인트에서 근무하는 노동자였다,0
 노동자들이 겪은 피부질환의 원인에 대해 노동부는 .무용제 도료에 포함된 과민성 물질이 원인일 가능성이 매우 높다,0
고 밝혔다,0
 무용제 도료는 대기 중에 오존을 발생시키는 휘발성 유기화합물 함량이 . 이내인 것으로 환경친화적 도료로 분류된다,1
 정부는 환경친화적 도료 사용을 확대하고자 무용제 도료 사용으로 휘발성 유기화합물 배출을 줄이면 이를 실적으로 인정해주고 있다,1
 노동부에 따르면 조선사와 도료 제조사가 무용제 도료를 개발하면서 페인트에 포함된 휘발성 유기화합물 함량은 낮아졌지만 대신 새로운 과민성 물질들이 포함됐다,-1
 노동부는 특히 친환경 도료의 주 성분인 에폭시 수지가 기존 도료에 사용된 것보다 분자량이 적어 피부 과민성이 커진 것이 피부질환을 일으켰을 것으로 판단했다,-1
 통상 분자량이 적을수록 피부 과민성이 높아진다,0
 조선사들은 산업안전보건법에 따라 원재료 등의 유해.위험 요인을 찾아내 질환 등의 예방 조치를 하게 돼 있지만 이 역시 지키지 않은 것으로 확인됐다,0
 노동부는 .도료 제조사와 조선사는 무용제 도료를 개발하면서 새로 함유된 화학물질의 피부 과민성 문제를 간과했고 사용 과정에서 노동자에게 피부 과민성에 대한 유해성 교육이나 적정 보호구의 지급도 적시에 이뤄지지 않은 것으로 나타났다,0
고 밝혔다,0
 노동부는 현대중공업 현대미포조선 현대삼호중공업에 대해 화학물질 도입 시 피부 과민성 평가를 해야 한다는 내용 등이 담긴 안전보건조치 명령을 내렸다,0
 노조는 노동부 조치가 충분하지 않다는 입장이다,0
 박정환 금속노조 현대중공업지부 노동안전보건실장은 .문제가 된 도료의 조선소 현장 사용을 원천 금지하고 회사가 피해 노동자에 대한 산재 처리를 신속히 하도록 지도하지 않은 것은 아쉽다,0
고 말했다,0
 현대중공업은 문제가 된 제품은 전량 폐기했다고 했다,0
 현대중공업 관계자는 .당시 피부발진의 원인으로 추정되는 극하절기용 경화제를 사용 중단하고 전량 폐기 처분했으며 이후 개선 제품을 공급해 사용하고 있다,0
고 밝혔다,0
다,0
.번가 제공 .번가가 고객들의 착한 소비와 기부를 응원하는 .행복크레딧 기획전.을 확대해 경영을 이어간다,0
 .일 .번가에 따르면 이달부터 .친환경 택배박스.로 배송되는 상품 구입 시 구매 금액의 .가 자동 기부돼 홀몸 어르신 돌봄 장애청소년 교육 일회용 플라스틱 감축 등 사회문제 해결을 위해 쓰인다,1
 .행복크레딧.은 텔레콤의 포인트 기부 프로그램으로 .번가의 .행복크레딧. 기획전을 통해 사회적기업 중소상공인 상품을 구매하면 참여할 수 있다,0
 이달부터는 .번가 내 .친환경 택배박스. 발송 상품이 추가돼 더 많은 고객들이 착한 소비를 통한 기부에 적극 동참할 수 있게 됐다,1
 .번가는 지난해 .월부터 현재까지 .행복크레딧. 기획전을 통해 .만여 곳의 사회적기업 중소상공인 셀러의 .만개 상품들을 선보였고 .억.만원 이상의.행복크레딧.이 적립됐다,0
 .번가는 올해 들어 경영의 일환으로 . 재활용이 가능한 친환경 택배박스 종이 완충재 종이 테이프를 도입해 환경보호에 적극 나서고 있다,1
 .번가 백창돈 대외협력담당은 .고객들과 함께 사회적 가치를 실현할 수 있는 여러 방안들을 계속해서 고민해 선보일 것.이라고 말했다,1
다,0
롯데푸드는 국내 최초 저온살균 파스퇴르 우유 패키지를 리뉴얼했다고 .일 밝혔다,0
 롯데푸드에 따르면 새롭게 선보인 패키지는 라벨에 절취선을 추가해 분리배출 편의성을 강화했다,1
 분리한 라벨은 비닐로 우유병은 플라스틱으로 분리수거하면 된다,1
 또 디자인 면적을 확대해 제품 정보 확인이 한층 용이해졌다,1
 병 상단에 .도 저온살균 엠블럼을 추가해 파스퇴르 우유의 핵심 특징을 강조했다,0
 병목 위쪽이 넓어지는 자형 패키지는 중세 유럽 귀족의 빳빳하게 세운 깃에서 모티프를 따왔다,0
 넓고 둥근 우유병을 잡고 따르기 어려웠던 점을 고려해 용기 상단을 한 손에 잡히게 개선했다,0
 원터치 캡으로 뚜껑 편의성도 높였다,0
 기존에는 뚜껑을 열고 이너실링을 제거해야 돼 불편함이 있었다,-1
 뚜껑의 밀폐력도 높아져 제품 안전성도 강화했다,0
 롯데푸드는 패키지 리뉴얼과 함께 제품 라인도 후레쉬 저지방 유산균으로 변경했다,0
 저지방 우유와 차별점이 약했던 무지방 우유는 단종하고 롯데중양연구소와 공동개발한 식물성 유산균 .을 넣은 유산균 우유를 추가했다,0
 파스퇴르는 .년 국내 최초로 저온살균우유를 출시하며 유업계와 소비자들에게 신선한 충격을 줬다,0
 저온 살균우유는 생우유에 들어있는 효소나 유익균 등은 그대로 살리고 결핵균과 같은 유해균만 죽이는 장점이 있다,0
 또 초고온 살균에 비해 칼슘과 단백질 등 영양소 열변성 및 비타민 손실을 최소화한다,0
 하지만 .도라는 살균 온도를 .분이라는 긴 시간 동안 유지해야 하는 만큼 초고온 살균보다 더 많은 비용과 노력이 들어갈 수 밖에 없다,0
 원유 품질이 나쁘거나 세균 수가 많으면 사용할 수 없다,0
 파스퇴르는 .년 당시부터 지금까지 현재 법적 기준 .급 우유인 .당 세균 수 .만마리 이하보다 .배 깐깐한 .당 세균 수 .마리 이하의 엄격한 기준으로 원유를 관리하고 있다,0
 롯데푸드 관계자는 .파스퇴르 새 디자인에 세련미와 편의성 친환경을 담고자 했다,1
면서 .디자인은 바뀌어도 파스퇴르 저온살균우유의 건강함과 품질에 대한 깐깐함은 변함없이 그대로 살아있다,
고 말했다,0
다,0
밀키트 전문 기업 .프레시지. 에코프린팅 실현 위한 엡손 비즈니스젯 복합기 설치 한국엡손이하 엡손이 공식 대리점 .휴니크 .올프린터.와 함께 엡손만의 친환경 프린팅 기술력을 바탕으로 에코 마케팅을 추진해 친환경 비즈니스 확대에 속도를 내고 있다,1
 엡손이 올해 추진하고 있는 친환경 산업혁신 스마트 교육으로 사회적 가치를 실현하는 브랜드 캠페인 디테일이 만드는 더 나은 내일의 일환으로 친환경 트렌드를 이끌어 갈 국내 기업과의 콜라보레이션을 통해 시너지를 높이겠다는 계획이다,1
 최근 밀 키트 전문 기업 .프레시지대표 정중교.는 필.환경 소비 트렌드를 반영해 엡손의 친환경적인 비즈니스젯 컬러 복합기를 도입했다,1
 프레시지는 플라스틱 사용량 절감을 목표로 패키지를 종이로 변경하고 신선식품 배송 과정의 아이스팩을 물로 교체하는 등 친환경 움직임을 확대하고 있다,1
 여기에 환경 경영의 일환으로 사내 임직원들이 사용하는 제품과 공간을 환경친화적으로 변화시키고자 엡손에서 출시한 비즈니스젯 복합기 . . . 등을 설치했다,1
 .엡손 비즈니스젯 복합기 좌. 중. 우. 엡손의 비즈니스젯 프린터는 레이저 프린터 대비 사용전력이 . 이상 낮은 잉크젯 프린터에 열이 필요하지 않은 독자적인 히트프리 기술을 적용해 . 발생량을 최대 .까지 낮춰 에코 프린팅을 실현한다,0
 또한 대용량 잉크팩을 사용해 불필요한 소모품 폐기물을 줄인다,1
 여기에 비즈니스 환경에 적합한 다양한 보안 출력 기능모든 출력기기의 모니터링 출력물 이력 관리 사용자별 인증과 보안출력 클라우드 프린팅 기능 등이 있어 작은 오피스의 스타트업부터 큰 규모의 기업에 이르기까지 관심을 받고 있다,0
 프레시지 관계자는 .엡손의 친환경적인 히트프리 기술이 프레시지의 인쇄 환경을 탄소중립에 한발짝 더 다가갈 수 있도록 바꾸었다,1
고 전했다,0
 엡손 관계자는 .앞으로도 비즈니스젯을 통한 에코 마케팅을 확대해 다양한 기업에서 친환경적인 에코 프린팅을 할 수 있도록 노력하겠다,1
고 말했다,0
 엡손은 제조 공장에서 탄소 중립 실현과 자원을 재활용한 고유 기술 개발 등 실효성 있는 기업 차원의 액션 플랜을 가시화하고 있다,1
 또한 지구온난화 예방과 세계 극지의 영구 동토층 보호를 위해 내셔널지오그래픽과 함께 . . 글로벌 캠페인을 론칭하여 엡손의 제품을 이용하는 소비자들도 기후변화 대응에 참여할 수 있도록 환경 경영의 범위를 확장하고 있다,1
다,0
우성플라테크와 상업화 협업 케미칼이 화장품 용기 제조업체 .우성플라테크.와 화학적 재활용 기술을 적용한 친환경 포장재 개발과 상업화에 나선다고 .일 밝혔다,1
 케미칼은 친환경 패키징 소재인 .에코트리아 .을 공급하고 우성플라테크는 이를 활용해 투명 화장품 용기를 생산할 예정이다,1
 우성플라테크는 연간 .억개의 플라스틱 용기를 로레알 랑콤 생활건강 등 화장품 업체에 공급하고 있다,1
 친환경 포장재 개발에 사용되는 화학적 재활용 기술의 핵심은 폐플라스틱을 순수한 원료 상태로 분해한 뒤 다시 고분자 플라스틱을 제조하는 것이다,1
 이렇게 제작된 소재는 물리적 재활용 소재보다 미세 이물질이 적어 화장품 업체가 요구하는 높은 품질의 용기 제작이 가능하다,1
 특히 사용 후에도 재활용이 가능해 해외 시장에서도 많은 관심을 받고 있다,1
 현재 로레알 에스티로더 샤넬을 비롯한 해외 화장품 업계도 플라스틱 폐기물을 줄이기 위해 재활용에 촉각을 세우고 있다,1
 특히 로레알은 제품 포장에 사용되는 플라스틱을 .년까지 재활용 또는 바이오 기반 원료를 사용한 포장재로 . 전환할 계획이다,1
 케미칼은 지난 .년간 진행한 울산공장 신규 코폴리에스터 생산설비 증설을 완료하고 지난 .월부터 상업 생산을 시작했다,0
 지난 .월에는 중국 폐플라스틱 재활용 업체와 화학적 재활용 원료 등의 구매 독점 계약을 맺었다,1
 화학적 재활용 코폴리에스터 에코트리아 도 오는 .월부터 본격 생산하는 등 재활용 제품 판매 비중을 .년 . .년 .까지 확대할 계획이다,1
다,0
에너지와 자원 소비의 최소화.자연 에너지 이용 원칙에 따라 건물 짓는 것 기후위기 대응을 위해 인간활동 전 분야에서 탄소중립을 이뤄야 한다는 목소리가 커지고 있다,1
 건물과 건설 부문도 예외는 아니다,0
 국제에너지기구에 따르면 건물 및 건설 부문은 전 세계 최종 에너지 수요의 .를 차지한다,0
 이 분야의 온실가스 배출량은 .년 기준 .억으로 그해 전체 온실가스 배출량.억의 .를 차지했다,-1
 세계녹색건축위원회는 산업화 이후 온도 상승폭을 . 내로 유지하려면 건물.건설 분야의 대폭적인 탄소 감축이 필요하다고 강조했다,1
 그러면서 .년까지 모든 건물 신축과 리노베이션 과정에서의 탄소배출량을 최소 . 줄이자는 목표를 제시했다,1
 모든 신축 건물의 운영 중 탄소배출량은 제로가 돼야 한다고 밝혔다,1
 .년에는 건물 신축과 리노베이션 과정의 탄소배출량을 순제로로 기존 건물을 포함한 모든 건물의 운영 중 탄소배출량 역시 제로가 돼야 한다는 목표를 세웠다,1
 영국왕립건축가협회 역시 비슷한 목표를 제시했다,0
 탄소는 건물을 사용하는 동안만 나오는 게 아니다,0
 .내재된 탄소 .로 불리는 양도 상당하다,-1
 건설 자재를 만들고 운송해 건물을 짓는 과정은 물론 건물을 유지.개보수하고 철거하는 과정에서 나온다,-1
 이런 이유로 영국왕립건축가협회는 건물을 철거하는 대신 최대한 그린 리모델링을 해야 한다고 강조했다,1
 이런 생각과 맞닿은 것이 생태건축이다,1
 생태건축은 건축이 환경파괴의 주범이 된 것을 반성하면서 에너지와 자원 소비의 최소화 자연에너지 이용 생태계 다양성 보존이라는 원칙에 따라 건물을 짓는 것이다,1
 친환경건축 제로에너지빌딩 그린건축 등 다양한 이름으로 변주되고 있다,1
 올해 프리츠커상을 받은 안느 라카통과 장 필리프 바살은 보르도의 사회 주택 단지를 리모델링하면서 투명패널과 온실기술을 이용해 거주 공간의 면적과 기능을 확장했다,0
 올해 프리츠커상을 받은 안느 라카통과 장 필리프 바살은 기존 건물을 허물지 않고 리모델링하면서 투명패널과 온실기술을 이용해 거주 공간의 면적과 기능을 확장했다,0
 하얏트재단 생태건축 분야에서 프리츠커상 나올 가능성 글로벌 각지에서 생태건축에 기반을 둔 프로젝트가 활발히 진행되고 있다,1
 도시의 버려진 건물과 시설을 허무는 대신 새로운 쓰임새를 가진 공간으로 재탄생시키는 작업이다,1
 건축가인 남상문 날곳 건축사사무소 대표가 꼽은 대표적 사례는 지난 .월 뉴욕 허드슨강에 개장한 리틀 아일랜드 수상공원이다,0
 철길을 정원으로 만든 뉴욕 하이라인 파크처럼 버려진 부두를 도심 공원으로 만들었다,1
 덴마크 건축사무소 가 설계한 코펜힐도 좋은 사례로 들었다,0
 코펜하겐시가 .년 세계 최초의 .탄소중립도시.를 만들겠다는 목표로 세운 열병합발전소인데 .년 말 . 높이의 옥상을 스키장과 등산길로 만들어 화제가 됐다,1
 국내 사례로 부천의 아트벙커.를 들 수 있다,0
 폐소각장을 전시.공연 등이 가능한 문화시설로 탈바꿈시킨 것이다,1
 정수장을 생태공원으로 바꾼 서울 영등포구의 선유도공원과 석유비축시설을 재사용한 상암동 문화비축기지도 모범 사례로 들 수 있다,1
 도심의 버려진 공간을 재활용하는 것은 도시재생과 콤팩트시티 개발 측면에서 장점이 있다,1
 콤팩트시티는 도시의 버려지거나 이용이 저조한 땅을 주거와 일자리 문화시설로 재창조해 도보권으로 묶는 것이다,1
 프랑스 파리의 .분 도시가 대표적이다,0
 남상문 대표는 장기적으로는 신도시 개발보다 기존 도시를 직주근접이 가능한 콤팩트시티로 개발하는 것이 중요하다고 강조했다,1
 남 대표는 .일본도 그랬지만 인구가 줄면 결국 베드타운에 불과한 신도시는 폐허가 되고 다시 일자리가 있는 도시로 오게 된다,0
면서 .에너지 사용을 줄여야 한다는 점에서도 직주근접이 가능한 콤팩트시티를 만들어 이동거리를 최소화하고 그 안에서도 절대다수인 노후 건물과 공동주택을 그린 리모델링해 에너지 사용을 줄여야 한다,1
고 말했다,0
 이를 위해 주거.상업지구로 도시구역을 나누는 대신 한공간에 주거와 업무 문화시설을 함께 수용할 수 있는 복합용도 지역을 확대할 필요가 있다고 강조했다,0
 국내에서는 개발 위주의 도시 정책이 이어져 생태건축의 발전이 더디지만 해외에서는 프리츠커상 수상 가능성이 점쳐질 정도로 주목받고 있다,0
 미국 햐얏트재단이 올해 프리츠커상 수상자로 프랑스의 안느 라카통과 장 필립 바살을 선택한 것도 이런 흐름을 보여준다,0
 이들은 기존 건물을 파괴하지 않는다는 원칙에 따라 투명패널과 온실기술을 이용해 거주 공간의 면적과 기능을 확장하는 작업을 했다,0
 남 대표는 .하얏트재단은 작품성과 예술성을 위주로 심사하는 보수적 성향을 보였는데 올해엔 도시재생과 도시빈민 운동에 관심을 보이면서 굉장히 의미 있는 전환의 과정을 보였다,0
면서 .이젠 생태건축 분야의 건축가가 이 상을 받을 때가 되지 않았나 생각한다,1
고 말했다,0
 지난 .월 뉴욕 허드슨강에 개장한 리틀 아일랜드 수상공원의 전경. 이탈리아 밀라노에 건설될 .피렐리 .의 조감도. 아마존의 알링턴 본사 사옥이 될 .헬릭스.의 조감도. 아마존 그린 리모델링 위한 제도 지원 필요 생태건축에 기반을 둔 신축 프로젝트도 많아지고 있다,1
 수직정원.옥상정원을 활용한 건물 녹화가 대표적이다,1
 최근 사례로 이탈리아의 밀라노에 건설될 .피렐리 .를 들 수 있다,0
 기존 건물을 친환경 건물로 리모델링하면서 동시에 그 옆에 새롭게 주거타워를 세우는 사업이다,1
 주거타워에는 여러층에 걸쳐 .의 초목을 심었는데 여기서 연간 .의 이산화탄소를 흡수하고 .의 산소를 생산한다,1
 .의 태양광 패널을 갖춰 에너지 요구량의 .를 자체 생산한다,1
 아마존이 버지니아주 알링턴 본사 사옥으로 세우는 .헬릭스.도 주목받는다,0
 나선형 건물 지붕을 따라 옥상정원을 만드는데 나무숲을 따라 산책하는 듯한 느낌을 갖게 만들 예정이다,1
 .년 완공 예정인데 자연광을 최대화하고 에너지를 태양열 발전에 전적으로 의존하는 형태로 설계된다,1
 차태권 더이레건축사사무소 소장은 .옥상정원만 제대로 해도 도심 열섬효과를 완화하고 에너지 절약으로 탄소를 절감하는 데 상당한 도움이 된다,1
면서 .선진국은 근대건축의 후유증을 몇십년 전부터 깨닫고 대안적인 건축을 연구하고 현장에 적용하는데 국내에선 학계의 연구 차원을 벗어나지 못하고 있다,0
고 말했다,0
 정부는 .년부터 신축 건물의 제로에너지 단계적 의무화를 추진하고 있다,1
 하지만 구축 건물의 그린 리모델링도 필요하다,1
 송두삼 성균관대 건설환경공학부 교수는 탄소세와 같은 징벌제도로 건물의 탄소배출을 자발적으로 줄이도록 유도하면서 한편으로 오래된 건물은 정부 예산을 투입한 그린 리모델링으로 에너지 효율을 높여야 한다고 강조했다,1
 송 교수는 .우리 건물 전체의 .는 .년 이상된 노후 건물이다,0
면서 .결국 기존 건물을 그린 리모델링해 에너지 효율적인 건물로 개수해야 한다,1
고 말했다,0
 송 교수는 민간의 자발적 참여를 이끌어내기 위해 그린 리모델링으로 에너지 소비를 줄이면 그만큼 탄소배출권을 인정해주는 방안을 제안했다,1
 그는 .건물의 전체 생애에서 온실가스 배출량을 산정할 때 건설 과정에서 생기는 내재 탄소를 중요하게 봐야 한다,-1
면서 .올해 프리츠커상을 수상한 이들도 기존 건물을 활용하면서 새로운 자원과 에너지 투입을 최소화하는 리모델링을 했는데 수상으로 그 중요성을 인정받은 것.이라고 말했다,0
 남 대표는 .근본적으로는 에너지를 많이 소비하는 우리의 생활방식을 바꿔야 한다,1
고 말했다,0
 그런 점에서 도심엔 콤팩트시티가 신도시엔 자족적 기능이 전원에는 타운하우스처럼 밀집한 주거가 필요하다고 말했다,0
다,0
한섬이 재고 의류 등을 활용해 예술작품을 만드는 이색적인 친환경 프로젝트를 선보인다,1
 현대백화점그룹 계열 패션전문기업 한섬은 폐기물을 업사이클링해 예술작품으로 탈바꿈시키는 .아트업 프로젝트.에 나선다고 .일 밝혔다,1
 업사이클링은 버려지는 제품이나 소재 등에 새로운 기능과 디자인을 적용해 새제품으로 재탄생시키는 것을 말한다,1
 한섬에 따르면 아티스트와의 협업을 통해 수명이 다해 벌목된 나무나 재고 의류 등 폐기물을 업사이클링 과정을 거쳐 옷걸이 진열대와 같은 인테리어 집기와 예술 작품으로 재탄생시킨다,1
 한섬 관계자는 .첫번째 아트업 프로젝트로 탄생한 작품들은 최근 문을 연 더한섬하우스 부산점에서 선보이고 있다,0
며 .디자인 역량을 중시하는 패션전문기업답게 쓸모 없어진 폐기물에 창의적인 디자인 요소를 적용시켜 예술 작품으로 승화시킨 것이 핵심 포인트.라고 설명했다,1
 한섬은 이번 프로젝트를 위해 전담 인테리어팀이 .개월간 전문 아티스트를 발굴하고 작품 제작에 적합한 소재와 색상의 재고 의류 준비와 더불어 수십여 차례의 작품 구상회의를 진행해 왔다,0
 이번 아트업 프로젝트 작품은 더한섬하우스 부산점 .층 캐주얼라이브 관에 배치됐다,0
 수명이 다되어 벌목된 나무를 행거.테이블.조명 등으로 업사이클링한 임정주 작가의 .기능적이지 않은. 시리즈는 메인 존 에서 시스템. 등 주요 캐주얼 브랜드 의류 전시에 활용된다,1
 벽면엔 한섬의 재고 의류를 조각내 제작한 텍스타일 디자이너 브랜드 .파이프콤마.의 직물 작품이 전시됐다,1
 한섬은 이번 프로젝트를 위해 전담 인테리어팀이 .개월간 전문 아티스트를 발굴하고 작품 제작에 적합한 소재와 색상의 재고 의류 준비와 더불어 수십여 차례의 작품 구상회의를 진행해 왔다,1
 앞서 한섬은 올해부터 재고 의류를 업사이클링해 친환경 인테리어 마감재섬유 패널로 만드는 .탄소 제로. 프로젝트.를 전개하고 있다,1
 이를 통해 제작한 친환경 인테리어 마감재는 더한섬하우스 부산점의 피팅룸탈의실에 적용했다,0
 친환경 인테리어 마감재가 적용된 피팅룸 벽면의 면적은 총 .평 규모로 티셔츠 .만.벌 .의 재고 의류가 사용된 셈이다,1
 한섬은 이번 아트업 프로젝트를 향후 선보일 신규 점포에 적용하는 것을 검토중이다,0
 작가와 협업한 .업사이클 예술 작품.은 물론 친환경 인테리어 마감재 사용량도 점진적으로 늘려나갈 계획이다,1
다,0
폐플라스틱 연속식 저온열분해 단위 .기 설비 투시도제공한창그린홀딩스 환경부는 지난 .월 .일 폐플라스틱 열분해 처리 비중을 현행 .에서 .년까지 .로 높혀 .배까지 늘린다고 발표했다,1
 환경부의 이번 발표로 코스피 상장기업인 .한창.의 자회사인 .한창그린홀딩스가 관심을 받고 있다,1
 폐플라스틱 열분해 처리는 순환경제 및 탄소중립 실현을 위한 핵심과제 중 하나로 폐플라스틱을 저온으로 열분해하고 첨단 정제기법으로 처리해 만든 열분해유는 석유.화학 제품의 원료로 재활용될 수 있다,1
 .한창그린홀딩스는 폐기물 자원화의 글로벌 시장을 겨냥하고 있다,1
 모기업인 코스피 상장사 .한창의 재정적 지원으로 전라남도 진도군에 설치중인 .해양폐기물폐어망 폐어구 등 저온 열분해 자원화 시설.을 글로벌 모델로 완성하고 해양폐기물 처리시설의 메카로 만든다는 전략이다,1
 플라스틱 쓰레기는 더 이상 국내만의 문제가 아니다,0
 전 세계 해양 쓰레기의 .가 플라스틱이고 코로나.로 인해 플라스틱 사용률은 더욱 늘었다,-1
 지난해 택배.음식 배달이 늘어나며 플라스틱 쓰레기의 규모는 전년 대비 . 폐비닐은 .나 증가하였다,-1
 플라스틱을 사용하지 않는 게 최선이지만 현실적으론 불가능하다,-1
 라면 봉지 일회용 플라스틱컵 가방 샴푸용기 빨대 포장지부터 심지어 시트 마스크팩 티백 물티슈에도 플라스틱이 들어 있다,-1
 우리를 바이러스로부터 보호해주는 방역 마스크에도 플라스틱이 포함돼 있다,-1
 결국 세계는 플라스틱의 재활용에 집중할 수밖에 없다,-1
 플라스틱 재활용은 물리적.화학적 재활용으로 구분되는데 물리적 처리공정은 품질이 낮아지는 문제가 있어 재활용 횟수가 제한적이다,-1
 플라스틱 재활용 처리 비율은 약 .다,-1
 다소 높게 보이지만 태워서 연료로 쓰는 에너지회수 물량까지 포함돼 있어 실제 물질 재활용 비중은 낮다,-1
 이 때문에 최근 글로벌 기업들은 화학적 재활용 기술 중에서도 원유의 나프타로 만들어진 플라스틱에서 다시 원유를 추출하는 .열분해유. 연구개발에 집중하고 있다,1
다,0
 공포안에는 내년부터 신축이 아닌 기존 아파트에도 전기차 충전기를 의무적으로 설치하는 내용이 담겼다,1
 전기차 사용자들의 편의를 높이고 친환경차 전환을 촉진하자는 취지다,1
 이번 개정안의 적용 대상에서도 전기 오토바이전기 이륜차는 제외됐다,0
 정부는 .년까지 전기 오토바이를 .만대로 늘릴 계획이지만 정작 그 목표를 뒷받침하기 위한 충전 인프라 구축 계획은 전무한 상황이다,0
 산업통상자원부 관계자는 지난 .일 .년 들어 전기 오토바이 수요가 늘기 시작했으나 법안 추진 당시에는 그렇지가 않았다,0
고 말했다,0
 전기 오토바이의 누적 판매대수는 지난해 .월 기준 .만.대다,0
 전기 오토바이는 법으로 .친환경 자동차.에 포함돼 있지 않다,-1
 지난해 .월 윤준병 더불어민주당 의원이 전기 오토바이도 친환경 자동차 범주에 포함하는 개정안을 대표 발의했으나 현재까지 산업통상자원중소벤처기업위원회 법안 소위원회에 상정됐을 뿐이다,0
 윤 의원은 발의안에서 .전기 이륜차오토바이가 법상 친환경 자동차로 분류돼 있지 않아 친환경 자동차 개발 로드맵이나 보급 촉진 로드맵에 포함되지 못하고 있다,0
고 지적했다,0
 오토바이는 여전히 한국에서 주요한 운송수단이다,0
 국토교통부에 신고한 한국의 내연기관엔진 오토바이 대수는 지난해 .월 기준으로 .만.대다,0
 내연 오토바이 대수가 증가한 만큼 당연히 대기오염물질 배출량도 늘어난다,-1
 환경부에 따르면 . 미만 이륜차 .대는 소형 승용차보다 일산화탄소는 .배 휘발성유기화합물은 .배 더 배출한다,-1
 산업통상자원중소벤처기업위 소속 김성환 의원실더불어민주당의 분석으로는 국내 내연 오토바이 .만대가 모두 전기 오토바이로 전환될 경우 연간 .만의 이산화탄소를 감축할 수 있다,1
 하지만 지금의 보급 속도연간 .만대로는 내연 오토바이를 전면 전환하려면 .년이 걸린다,0
 전기 오토바이 보급 속도를 높이기 위해서는 .공용 충전 인프라. 확대가 반드시 필요하다,0
 그러나 현재 한국에는 전기 오토바이 공용 충전소가 단 한 곳도 없다,-1
 환경부가 다음달 .일부터 서울과 경기 두 지역에서 공용 충전소 총 .곳을 시범 운영하지만 배달용 전기 오토바이만 사용할 수 있다,0
 환경부 관계자는 .공용 충전기를 쓸 수 있는 배달용 전기 이륜차가 현재 모두 확보되지 못한 상태.라며 .월.일이 되더라도 본격적인 활용은 어려울 수 있다,0
고 말했다,0
 환경부 사업에 대한 회의적인 시각도 있다,0
 김필수 대림대 자동차학과 교수는 .환경부가 추진하는 공용 충전소는 충전이라기보다 배터리를 교체하는 방식인데 특정 배터리 업체나 일부 전기 오토바이 업체의 독과점을 야기할 우려가 있다,0
며 .차라리 급속 충전기를 개발해 공용 충전소의 대중화를 시도해야 한다,1
고 말했다,0
다,0
.일상 속의 친구.를 모토로 지속가능성을 추구하는 북유럽 소비재 기업 .오클라.가 덴탈케어 브랜드 .조르단.을 중심으로 친환경 트렌드에 앞장서고 있다,1
 오클라코리아는 지난 .월 주한 스웨덴 기업 .개사와 주한스웨덴대사관이 출범한 한국스웨덴 녹색전환연합 참가 기업으로 .년까지 저탄소 운영과 함께 전 제품을 친환경 및 지속가능한 제품으로 전환하겠다는 목표를 밝힌 바 있다,1
 이에 .년 설립 이후 칫솔과 치간칫솔 치약 텐탈 스틱 등 다양한 치위생용품을 선보이는 .조르단. 역시 다양한 방법으로 지속가능성을 추구하고 친환경 메시지를 전달하고 있다,1
 .월 .일부터 .일까지는 .플레이스 캠프 제주.와 컬래버레이션 캠페인 . .를 진행했다,0
